chapter,paragraph_in_chapter,fix,before,after
Chapter Eight,108,period->comma,“Tomorrow.” Muse said again. “We try. And then we’ll kno,"“Tomorrow,” Muse said again. “We try. And then we’ll kno"
Chapter Eight,112,period->comma,‘Naika.’ She thought. ‘I know you can’t hear me. I know,"‘Naika,’ she thought. ‘I know you can’t hear me. I know"
Chapter Nine,3,period->comma,“No.” Cain said.,"“No,” Cain said."
Chapter Nine,8,period->comma,“It’s not that simple.” Muse said.,"“It’s not that simple,” Muse said."
Chapter Nine,11,period->comma,"“We try it his way first.” Cain said, and his voice carried the weight ","“We try it his way first,” Cain said, and his voice carried the weight "
Chapter Nine,13,period->comma,"“Carina.” Muse said, and the warmth in her voice didn’","“Carina,” Muse said, and the warmth in her voice didn’"
Chapter Nine,15,period->comma,"“Fine.” She said, “Try. But when it doesn’t work, w","“Fine,” she said, “Try. But when it doesn’t work, w"
Chapter Nine,46,period->comma,“Perimeter’s clear.” He said to the room.,"“Perimeter’s clear,” he said to the room."
Chapter Nine,52,period->comma,"eviewed by the Lord personally.” The clerk said, his pen scratching on parchment. ","eviewed by the Lord personally,” the clerk said, his pen scratching on parchment. "
Chapter Nine,53,period->comma,“Four to six days.” Gormund said. “People are dying in the streets.,"“Four to six days,” Gormund said. “People are dying in the streets."
Chapter Nine,65,period->comma,"“We’re done here.” He said, and his voice was flat in a way G","“We’re done here,” he said, and his voice was flat in a way G"
Chapter Nine,71,period->comma,"mund. “The storerooms are full.” He said. He was sitting on the floor, back","mund. “The storerooms are full,” he said. He was sitting on the floor, back"
Chapter Nine,74,period->comma,“He’s also killing the sick.” Uthesia said. She was in her chair by the heart,"“He’s also killing the sick,” Uthesia said. She was in her chair by the heart"
Chapter Nine,75,period->comma,ple locked in with sick people.” Muse said.,"ple locked in with sick people,” Muse said."
Chapter Nine,76,period->comma,"“Children.” Uthesia said, and the word came out harder than","“Children,” Uthesia said, and the word came out harder than"
Chapter Nine,79,period->comma,“We need to talk about this.” Muse said.,"“We need to talk about this,” Muse said."
Chapter Nine,81,period->comma,"“It’s not that simple, Carina.” Muse said.","“It’s not that simple, Carina,” Muse said."
Chapter Nine,84,period->comma," make this exact decision once.” Uthesia said, and the room stilled. Her voice h"," make this exact decision once,” Uthesia said, and the room stilled. Her voice h"
Chapter Nine,86,period->comma,"“There wasn’t.” She said, “There never is. Not for them. Th","“There wasn’t,” she said, “There never is. Not for them. Th"
Chapter Nine,88,period->comma,“Cain.” Muse said gently. “You tried. You gave him e,"“Cain,” Muse said gently. “You tried. You gave him e"
Chapter Nine,89,period->comma,“I know.” He said.,"“I know,” he said."
Chapter Nine,95,period->comma,“I’ve been agreed.” Carina said. “For two days. You’re all very sl,"“I’ve been agreed,” Carina said. “For two days. You’re all very sl"
Chapter Nine,96,period->comma,“Yes.” Uthesia said.,"“Yes,” Uthesia said."
Chapter Nine,97,period->comma,“Yes.” Muse said.,"“Yes,” Muse said."
Chapter Nine,99,period->comma,"“Yes.” He said, and the word sounded like somethi","“Yes,” he said, and the word sounded like somethi"
Chapter Nine,103,period->comma,“You’ve been planning this.” Cain said. Not an accusation. An observation,"“You’ve been planning this,” Cain said. Not an accusation. An observation"
Chapter Nine,104,period->comma,“I’ve been preparing for it.” Uthesia said. “Planning implies I’d decided. I ,"“I’ve been preparing for it,” Uthesia said. “Planning implies I’d decided. I "
Chapter Nine,107,period->comma,“I can get inside.” Carina said. Finally. This was the part she’d ,"“I can get inside,” Carina said. Finally. This was the part she’d "
Chapter Ten,6,period->comma,"‘Arrogant.’ Uthesia thought, and recalled the spirit. It disso","‘Arrogant,’ Uthesia thought, and recalled the spirit. It disso"
Chapter Ten,14,period->comma,"“The grate.” Cain said, looking at the charcoal map. Then","“The grate,” Cain said, looking at the charcoal map. Then"
Chapter Ten,15,period->comma,“It’s tight.” Uthesia admitted.,"“It’s tight,” Uthesia admitted."
Chapter Ten,21,period->comma,“Fine.” He said.,"“Fine,” he said."
Chapter Ten,22,period->comma,"ll on the second floor landing.” Uthesia continued, tapping the charcoal mark. “Bronz","ll on the second floor landing,” Uthesia continued, tapping the charcoal mark. “Bronz"
Chapter Ten,23,period->comma,"“So don’t let them reach it.” Carina said from her spot on the floor, cross-","“So don’t let them reach it,” Carina said from her spot on the floor, cross-"
Chapter Ten,25,period->comma,“Four of us.” Carina repeated. She stopped flipping the coin. “W,"“Four of us,” Carina repeated. She stopped flipping the coin. “W"
Chapter Ten,28,period->comma,“One would be best.” Carina said.,"“One would be best,” Carina said."
Chapter Ten,32,period->comma,“Absolutely not.” Cain said.,"“Absolutely not,” Cain said."
Chapter Ten,39,period->comma,“Let her go.” Uthesia said.,"“Let her go,” Uthesia said."
Chapter Ten,48,period->comma,"“Deal.” Carina said, and she was at the window before ","“Deal,” Carina said, and she was at the window before "
Chapter Ten,52,period->comma,"“We go in twenty minutes.” She said to the room. “Pauldrons off, Cain.","“We go in twenty minutes,” she said to the room. “Pauldrons off, Cain."
Chapter Ten,56,period->comma,“Quiet as a church.” Gormund whispered.,"“Quiet as a church,” Gormund whispered."
Chapter Ten,57,period->comma,"“Shut up.” Uthesia whispered back, already through the opening.","“Shut up,” Uthesia whispered back, already through the opening."
Chapter Ten,64,period->comma,I told you to leave the shield.” Uthesia said when his upper body finally emerge,"I told you to leave the shield,” Uthesia said when his upper body finally emerge"
Chapter Ten,65,period->comma,"“The shield stays.” He said, and pushed himself the rest of th","“The shield stays,” he said, and pushed himself the rest of th"
Chapter Ten,71,period->comma,"“Gormund.” She breathed, barely a sound. He leaned in. “Fl","“Gormund,” she breathed, barely a sound. He leaned in. “Fl"
Chapter Ten,92,period->comma,“Lucky.” Gormund said.,"“Lucky,” Gormund said."
Chapter Ten,98,period->comma,"“Back.” Uthesia hissed, and the group retreated down the ","“Back,” Uthesia hissed, and the group retreated down the "
Chapter Ten,103,period->comma,“Sorry.” Muse whispered when they’d cleared the corridor.,"“Sorry,” Muse whispered when they’d cleared the corridor."
Chapter Ten,104,period->comma,“Don’t be.” Gormund muttered. “Best tactical use of clumsiness ,"“Don’t be,” Gormund muttered. “Best tactical use of clumsiness "
Chapter Ten,114,period->comma,"“She’s in there.” She said, and something in her voice must h","“She’s in there,” she said, and something in her voice must h"
Chapter Ten,126,period->comma,"“Wake him.” Muse said, and her voice was the prophet’s v","“Wake him,” Muse said, and her voice was the prophet’s v"
Chapter Eleven,4,period->comma,"“Lord Andromalius.” She said, and her voice was the one she’d p","“Lord Andromalius,” she said, and her voice was the one she’d p"
Chapter Eleven,6,period->comma,“Yes.” Muse said. “Because talking is still an opti,"“Yes,” Muse said. “Because talking is still an opti"
Chapter Eleven,8,period->comma,y thousand people in this city.” Muse said. “Two months ago it was a hundred ,"y thousand people in this city,” Muse said. “Two months ago it was a hundred "
Chapter Eleven,11,period->comma,"resources are not your concern.” Andromalius said, and  he spoke with the rehearsed ","resources are not your concern,” Andromalius said, and  he spoke with the rehearsed "
Chapter Eleven,12,period->comma,"“Your people.” Muse said, and she kept her voice gentle bec","“Your people,” Muse said, and she kept her voice gentle bec"
Chapter Eleven,13,period->comma,"‘I’m reaching.’ She thought behind the prophet’s mask, and the","‘I’m reaching,’ she thought behind the prophet’s mask, and the"
Chapter Eleven,16,period->comma,"he logistics mapped by morning.” Cain said from the bedside, and his voice wa","he logistics mapped by morning,” Cain said from the bedside, and his voice wa"
Chapter Eleven,18,period->comma,"“You’ve been planning this.” Andromalius said, and the accusation in his voice w","“You’ve been planning this,” Andromalius said, and the accusation in his voice w"
Chapter Eleven,19,period->comma,ce the moment I saw your table.” Cain said.,"ce the moment I saw your table,” Cain said."
Chapter Eleven,20,period->comma,g you to give up your position.” Muse added. “We’re not asking you to abdicate,"g you to give up your position,” Muse added. “We’re not asking you to abdicate"
Chapter Eleven,22,period->comma,‘Say yes.’ Muse thought. ‘Please. Just say yes.’,"‘Say yes,’ Muse thought. ‘Please. Just say yes.’"
Chapter Eleven,26,period->comma,"“The purpose of the bloodline.” He repeated, and the laughter was still in his","“The purpose of the bloodline,” he repeated, and the laughter was still in his"
Chapter Eleven,28,lowercase tag,the seventy-two I descend from?” He asked. “Which hero? Which champion? Whic,the seventy-two I descend from?” he asked. “Which hero? Which champion? Whic
Chapter Eleven,30,period->comma,"“Neither do I.” He said, and the amusement in his voice wa","“Neither do I,” he said, and the amusement in his voice wa"
Chapter Eleven,42,period->comma,"“A golden warhammer.” Gormund breathed from the doorway, and the horror i","“A golden warhammer,” Gormund breathed from the doorway, and the horror i"
Chapter Eleven,46,period->comma,“I appreciate the effort.” He said.,"“I appreciate the effort,” he said."
Chapter Eleven,51,period->comma,"“You’re quick.” Andromalius said, swatting at her the way a man swa","“You’re quick,” Andromalius said, swatting at her the way a man swa"
Chapter Eleven,57,period->comma,"“Careful now.” Andromalius called out, and the smile in his voice wa","“Careful now,” Andromalius called out, and the smile in his voice wa"
Chapter Eleven,60,period->comma,"“You’re strong.” Andromalius said, studying Cain’s face from three f","“You’re strong,” Andromalius said, studying Cain’s face from three f"
Chapter Eleven,65,period->comma,"“Don’t talk.” She said, and her hands were already workin","“Don’t talk,” she said, and her hands were already workin"
Chapter Eleven,66,period->comma,“His hammer.” Cain managed through clenched teeth. “Solid gol,"“His hammer,” Cain managed through clenched teeth. “Solid gol"
Chapter Eleven,90,period->comma,"“You hit through her.” He said, and for the first time there was ","“You hit through her,” he said, and for the first time there was "
Chapter Eleven,95,period->comma,“Interesting.” He said.,"“Interesting,” he said."
Chapter Twelve,22,period->comma,"“Both times.” She said, “The first strike, when he caught","“Both times,” she said, “The first strike, when he caught"
Chapter Twelve,28,period->comma,ng isn’t a decision you unmake.” He said. “Law exists for a reason. We’re s,"ng isn’t a decision you unmake,” he said. “Law exists for a reason. We’re s"
Chapter Twelve,38,period->comma,"“How touching.” Andromalius said from his knees, and his voice was ","“How touching,” Andromalius said from his knees, and his voice was "
Chapter Twelve,42,period->comma,“I’ve heard that name before.” Andromalius said. “Solar Covenant. Quaint little re,"“I’ve heard that name before,” Andromalius said. “Solar Covenant. Quaint little re"
Chapter Twelve,44,period->comma,“Barbatos.” Cain said.,"“Barbatos,” Cain said."
Chapter Twelve,72,period->comma,"“Perhaps I was rude.” Andromalius said, and his bloody smile was back, wi","“Perhaps I was rude,” Andromalius said, and his bloody smile was back, wi"
Chapter Thirteen,4,period->comma,‘Right.’ He thought. ‘So that’s useless.’,"‘Right,’ he thought. ‘So that’s useless.’"
Chapter Thirteen,13,period->comma,"‘It doesn’t even know I’m here.’ Gormund thought, picking up his hammer with his go","‘It doesn’t even know I’m here,’ Gormund thought, picking up his hammer with his go"
Chapter Fourteen,2,period->comma,"‘Minutes.’ He thought. ‘Two, maybe three. Then I’m done.","‘Minutes,’ he thought. ‘Two, maybe three. Then I’m done."
Chapter Fourteen,25,period->comma,e stupidest plan I’ve ever had.’ He thought. ‘And I’ve had some remarkably stu,"e stupidest plan I’ve ever had,’ he thought. ‘And I’ve had some remarkably stu"
Chapter Fourteen,27,lowercase tag,"“Carina!” He shouted, and his voice cracked, raw and th","“Carina!” he shouted, and his voice cracked, raw and th"
Chapter Fourteen,33,period->comma,“Go.” Carina said.,"“Go,” Carina said."
Chapter Fourteen,38,period->comma,‘Three seconds.’ Gormund thought.,"‘Three seconds,’ Gormund thought."
Chapter Fourteen,55,period->comma,“I liked that hammer.” He said to nobody.,"“I liked that hammer,” he said to nobody."
Chapter Fourteen,61,period->comma,"“Gormund.” Carina said finally, her voice thin.","“Gormund,” Carina said finally, her voice thin."
Chapter Fifteen,5,period->comma,"“I’m here.” She said to Cain, and her voice was differe","“I’m here,” she said to Cain, and her voice was differe"
Chapter Fifteen,18,period->comma,"“I’ve been told.” Cain said, and pressed forward.","“I’ve been told,” Cain said, and pressed forward."
Chapter Fifteen,29,period->comma,“Pick it up.” Cain said. He was breathing hard too. The ri,"“Pick it up,” Cain said. He was breathing hard too. The ri"
Chapter Fifteen,39,period->comma,"“There it is.” Andromalius said, pushing harder. “There’s the coin","“There it is,” Andromalius said, pushing harder. “There’s the coin"
Chapter Fifteen,51,period->comma,“Get up.” She said.,"“Get up,” she said."
Chapter Sixteen,9,period->comma,"‘That worked.’ She thought, and the thought was so simple and","‘That worked,’ she thought, and the thought was so simple and"
Chapter Sixteen,10,period->comma,“Again.” Cain said.,"“Again,” Cain said."
Chapter Sixteen,14,period->comma,"“Stop.” Andromalius said, and there was something new in hi","“Stop,” Andromalius said, and there was something new in hi"
Chapter Sixteen,17,period->comma,‘I’m not going to apologize.’ She thought. ‘I should want to apologize. The ,"‘I’m not going to apologize,’ she thought. ‘I should want to apologize. The "
Chapter Sixteen,22,period->comma,‘It doesn’t matter.’ She thought. ‘It doesn’t matter if the fire go,"‘It doesn’t matter,’ she thought. ‘It doesn’t matter if the fire go"
Chapter Sixteen,24,period->comma,"“I am a Lord of the 72.” He said, and the words came out mangled th","“I am a Lord of the 72,” he said, and the words came out mangled th"
Chapter Sixteen,41,lowercase tag,"“How?” He asked. The word was wet, barely formed, ","“How?” he asked. The word was wet, barely formed, "
Chapter Sixteen,44,period->comma,"n’t have the luxury of falling.” She said, and her voice was raw, stripped o","n’t have the luxury of falling,” she said, and her voice was raw, stripped o"
Chapter Seventeen,3,period->comma,"“It’s done.” Cain said beside her. His voice was wrecked,","“It’s done,” Cain said beside her. His voice was wrecked,"
Chapter Seventeen,13,lowercase tag,“Cain?” She called. Her own voice sounded like it was,“Cain?” she called. Her own voice sounded like it was
Chapter Seventeen,19,period->comma,"“No.” She said, and her hands were already pressi","“No,” she said, and her hands were already pressi"
Chapter Seventeen,26,period->comma," closed the worst of it myself.” He said. “Cleric spells. Garbage ones, fro"," closed the worst of it myself,” he said. “Cleric spells. Garbage ones, fro"
Chapter Seventeen,30,period->comma,“Just need stitching.” He said. “Needle’s in my pack. Inside pock,"“Just need stitching,” he said. “Needle’s in my pack. Inside pock"
Chapter Seventeen,41,period->comma,“I ended the fight.” Carina said.,"“I ended the fight,” Carina said."
Chapter Seventeen,44,period->comma,“He grabbed her.” Carina said. “Pulled her in front of him. She ,"“He grabbed her,” Carina said. “Pulled her in front of him. She "
Chapter Seventeen,54,period->comma,"“What she did was wrong.” Gormund said quietly, to Muse, not to them.","“What she did was wrong,” Gormund said quietly, to Muse, not to them."
Chapter Seventeen,55,period->comma,“I know.” Muse whispered back.,"“I know,” Muse whispered back."
Chapter Seventeen,62,period->comma,"“Listen to yourself.” Cain said, and his voice had gone quiet in a","“Listen to yourself,” Cain said, and his voice had gone quiet in a"
Chapter Seventeen,67,period->comma,I can’t listen to this anymore.” She said. “I can’t stand here and listen to,"I can’t listen to this anymore,” she said. “I can’t stand here and listen to"
Chapter Seventeen,71,period->comma,"“I knew it.” Carina said, and her voice had changed complet","“I knew it,” Carina said, and her voice had changed complet"
Chapter Seventeen,79,period->comma,ou can’t fight me with one arm.” Uthesia said.,"ou can’t fight me with one arm,” Uthesia said."
Chapter Seventeen,83,period->comma,"“You don’t know my country.” Carina said through clenched teeth, tears cutt","“You don’t know my country,” Carina said through clenched teeth, tears cutt"
Chapter Seventeen,85,period->comma,“I handled it fine.” Uthesia said quietly. “That’s what scared me.”,"“I handled it fine,” Uthesia said quietly. “That’s what scared me.”"
Chapter Seventeen,87,period->comma,“Enough.” He said. “Both of you. Enough.”,"“Enough,” he said. “Both of you. Enough.”"
Chapter Seventeen,94,period->comma,"“He’s going to die.” She said, “Please help me. Please.”","“He’s going to die,” she said, “Please help me. Please.”"
Chapter Eighteen,3,period->comma,"“I’ll find a doctor.” She said, “Cleric. Potion. Something.”","“I’ll find a doctor,” she said, “Cleric. Potion. Something.”"
Chapter Eighteen,10,period->comma,"“To find something useful.” She said, and didn’t look back.","“To find something useful,” she said, and didn’t look back."
Chapter Eighteen,15,period->comma,“Let me.” Cain said.,"“Let me,” Cain said."
Chapter Eighteen,26,period->comma,“It’s not enough.” He said.,"“It’s not enough,” he said."
Chapter Eighteen,27,period->comma,"“I know.” Muse said. She was sitting beside them, her ","“I know,” Muse said. She was sitting beside them, her "
Chapter Eighteen,45,period->comma,"“Naika.” She said, and the title was gone, the forma","“Naika,” she said, and the title was gone, the forma"
Chapter Eighteen,62,period->comma,"“One life.” She said, and her voice was quiet now, gutt","“One life,” she said, and her voice was quiet now, gutt"
Chapter Eighteen,86,period->comma,be offended over its own death.” Uthesia said. “And you said ‘open wide.’ That’s,"be offended over its own death,” Uthesia said. “And you said ‘open wide.’ That’s"
Chapter Nineteen,10,period->comma,"“Forty percent.” She said, “Forty percent of Sindria’s grain","“Forty percent,” she said, “Forty percent of Sindria’s grain"
Chapter Nineteen,11,period->comma,“I understand.” Leo said.,"“I understand,” Leo said."
Chapter Nineteen,13,period->comma,"“It is.” Leo said, and meant it, and also knew that ","“It is,” Leo said, and meant it, and also knew that "
Chapter Nineteen,15,period->comma,"nd outstanding trade contracts.” Voss said, fingers steepled. “Import agreeme","nd outstanding trade contracts,” Voss said, fingers steepled. “Import agreeme"
Chapter Nineteen,16,period->comma,“I understand.” Leo said.,"“I understand,” Leo said."
Chapter Nineteen,18,period->comma,"“I understand.” Leo said again, and the patience in his voi","“I understand,” Leo said again, and the patience in his voi"
Chapter Nineteen,20,period->comma,“Military transport.” He said. “A ship carrying classified docum,"“Military transport,” he said. “A ship carrying classified docum"
Chapter Nineteen,23,period->comma,“Gentlemen.” Leo said.,"“Gentlemen,” Leo said."
Chapter Nineteen,25,period->comma,“The World Tree.” Castiel said.,"“The World Tree,” Castiel said."
Chapter Nineteen,26,period->comma,"“The World Tree.” Yara agreed, which was possibly the first thin","“The World Tree,” Yara agreed, which was possibly the first thin"
Chapter Nineteen,31,period->comma,"“Representatives.” Leo said, and the two of them paused, not b","“Representatives,” Leo said, and the two of them paused, not b"
Chapter Nineteen,36,period->comma,You’re paying us to solve this.” Leo said. “And we will.”,"You’re paying us to solve this,” Leo said. “And we will.”"
Chapter Nineteen,45,period->comma,“Lord Barbatos.” He said. “Lord Paimon. We weren’t expectin,"“Lord Barbatos,” he said. “Lord Paimon. We weren’t expectin"
Chapter Nineteen,46,period->comma,"ed kindness is the truest kind.” Barbatos said, and his voice was warm, engaging,","ed kindness is the truest kind,” Barbatos said, and his voice was warm, engaging,"
Chapter Nineteen,49,period->comma,"“I’m here for the same reason.” She said, simple. Pleasant. Giving away not","“I’m here for the same reason,” she said, simple. Pleasant. Giving away not"
Chapter Nineteen,56,period->comma,"“Ladies and gentlemen.” Leo said, standing. “I need to step away. G","“Ladies and gentlemen,” Leo said, standing. “I need to step away. G"
Chapter Nineteen,58,period->comma,"“Orsted.” He said to Gale, walking beside him. “That","“Orsted,” he said to Gale, walking beside him. “That"
Chapter Nineteen,71,period->comma,“Senior Sister Yoo.” He said.,"“Senior Sister Yoo,” he said."
Chapter Nineteen,73,period->comma,"“Junior Brother.” She said, “Good to see you. You look terrib","“Junior Brother,” she said, “Good to see you. You look terrib"
Chapter Nineteen,77,period->comma,n before my mind could keep up.” He said. “I should have known better than ,"n before my mind could keep up,” he said. “I should have known better than "
Chapter Nineteen,78,period->comma,"“You should have.” She agreed. “But you’re tired, and I’ll forgi","“You should have,” she agreed. “But you’re tired, and I’ll forgi"
Chapter Nineteen,80,period->comma,"“And a good kid.” She said, the ghost of a smile at the corne","“And a good kid,” she said, the ghost of a smile at the corne"
Chapter Nineteen,82,period->comma,“Walk with me.” He said. “I’m meeting with some people who,"“Walk with me,” he said. “I’m meeting with some people who"
Chapter Twenty,12,period->comma,“They’re always like this.” He said.,"“They’re always like this,” he said."
Chapter Twenty,28,period->comma,“Thank you for coming.” Leo said. “I thought you were retired.”,"“Thank you for coming,” Leo said. “I thought you were retired.”"
Chapter Twenty,29,period->comma,"“I retired to raise a daughter.” Orsted said, and his voice was low, steady, th","“I retired to raise a daughter,” Orsted said, and his voice was low, steady, th"
Chapter Twenty,31,period->comma,"“Guildmaster.” Lumina said, inclining her head slightly. “Tha","“Guildmaster,” Lumina said, inclining her head slightly. “Tha"
Chapter Twenty,34,period->comma,“You smell like plum blossoms.” Ghislaine said.,"“You smell like plum blossoms,” Ghislaine said."
Chapter Twenty,35,period->comma,“I just came from Mount Hua.” Yoo replied without missing a beat. “Yoo Yeon.,"“I just came from Mount Hua,” Yoo replied without missing a beat. “Yoo Yeon."
Chapter Twenty,38,period->comma,ral math is millions of people.” Lumina said.,"ral math is millions of people,” Lumina said."
Chapter Twenty,40,period->comma,ere the population centers are.” Asriel said without looking up from his book. ,"ere the population centers are,” Asriel said without looking up from his book. "
Chapter Twenty,44,period->comma,“Write it on the board.” Asriel said. “Under ‘reasons the dwarf isn’t a,"“Write it on the board,” Asriel said. “Under ‘reasons the dwarf isn’t a"
Chapter Twenty,48,period->comma,"“The dome extends underground.” Lumina said. “Full spherical coverage, no gaps","“The dome extends underground,” Lumina said. “Full spherical coverage, no gaps"
Chapter Twenty,53,period->comma,"“Lumina.” He said, and the room settled. Not because","“Lumina,” he said, and the room settled. Not because"
Chapter Twenty,57,period->comma,“We know this.” Stonewalker said.,"“We know this,” Stonewalker said."
Chapter Twenty,62,period->comma,“That’s not possible.” Asriel said.,"“That’s not possible,” Asriel said."
Chapter Twenty,63,period->comma,“It is.” Lumina said. “For me.”,"“It is,” Lumina said. “For me.”"
Chapter Twenty,65,period->comma,"“Asriel.” Lumina said, and her voice was patient. “I’m n","“Asriel,” Lumina said, and her voice was patient. “I’m n"
Chapter Twenty,67,lowercase tag,“How?” He asked.,“How?” he asked.
Chapter Twenty,68,period->comma,hat’s a conversation for after.” Lumina said. “What matters right now is that I,"hat’s a conversation for after,” Lumina said. “What matters right now is that I"
Chapter Twenty,69,period->comma,“Hey.” Stonewalker said.,"“Hey,” Stonewalker said."
Chapter Twenty,81,period->comma,“I’m going with you.” Yoo Yeon said.,"“I’m going with you,” Yoo Yeon said."
Chapter Twenty,85,period->comma,"“Three, then.” Lumina said. “My father, myself, and Senior Yo","“Three, then,” Lumina said. “My father, myself, and Senior Yo"
Chapter Twenty,89,period->comma,“Dawn.” He said.,"“Dawn,” he said."
Chapter Twenty-One,4,period->comma,"‘Yeah.’ She thought, the thought was hot, fast, and ai","‘Yeah,’ she thought, the thought was hot, fast, and ai"
Chapter Twenty-One,8,period->comma,"‘That was stupid.’ She admitted, but only the punch, not the reaso","‘That was stupid,’ she admitted, but only the punch, not the reaso"
Chapter Twenty-One,20,period->comma,‘Ok.’ She thought. ‘That’s bad.’,"‘Ok,’ she thought. ‘That’s bad.’"
Chapter Twenty-One,33,period->comma,‘I wasn’t running away.’ She thought fiercely. ‘I was finding supplies.,"‘I wasn’t running away,’ she thought fiercely. ‘I was finding supplies."
Chapter Twenty-One,47,period->comma,"‘I softened it up.’ Carina thought back, and she was arguing now, act","‘I softened it up,’ Carina thought back, and she was arguing now, act"
Chapter Twenty-One,52,period->comma,"‘I made a selfless decision.’ Carina thought, and the fire was back but it was ","‘I made a selfless decision,’ Carina thought, and the fire was back but it was "
Chapter Twenty-One,60,period->comma,"‘They taught me to be strong.’ She thought, and the fire was guttering now, b","‘They taught me to be strong,’ she thought, and the fire was guttering now, b"
Chapter Twenty-One,63,period->comma,"‘I’m Carina Yeon.’ She thought. ‘Daughter of Yoo Yeon, Lightning ","‘I’m Carina Yeon,’ she thought. ‘Daughter of Yoo Yeon, Lightning "
Chapter Twenty-One,66,period->comma,"d to get these back to Gormund.’ She thought. ‘I need to stand up, walk back to","d to get these back to Gormund,’ she thought. ‘I need to stand up, walk back to"
Chapter Twenty-One,73,period->comma,‘I don’t want to die here.’ She thought. ‘Not in a stranger’s shop. Not al,"‘I don’t want to die here,’ she thought. ‘Not in a stranger’s shop. Not al"
Chapter Twenty-One,77,period->comma," couldn't see the sun together.’ She thought. The thought so small, so young, s"," couldn't see the sun together,’ she thought. The thought so small, so young, s"
Chapter Twenty-Two,3,period->comma,“Subtle.” Uthesia said.,"“Subtle,” Uthesia said."
Chapter Twenty-Two,4,period->comma,"“It’s open.” Cain said, and pushed through.","“It’s open,” Cain said, and pushed through."
Chapter Twenty-Two,11,period->comma,"“If she comes back.” She said, setting a crate of dried fish ont","“If she comes back,” she said, setting a crate of dried fish ont"
Chapter Twenty-Two,17,period->comma,“I’ve thought about it.” He said. “I thought about it while I was s,"“I’ve thought about it,” he said. “I thought about it while I was s"
Chapter Twenty-Two,23,period->comma,"“People can learn.” She said, and the words tasted like somethi","“People can learn,” she said, and the words tasted like somethi"
Chapter Twenty-Two,28,period->comma," not asking you to forgive her.” Cain said. “What she said about Murim, about"," not asking you to forgive her,” Cain said. “What she said about Murim, about"
Chapter Twenty-Two,29,period->comma,“The door’s open.” Uthesia said. “I just don’t think she’s going t,"“The door’s open,” Uthesia said. “I just don’t think she’s going t"
Chapter Twenty-Two,35,period->comma,“Get up.” Cain said.,"“Get up,” Cain said."
Chapter Twenty-Two,43,period->comma,"“I am your Lord.” He said, and his voice cracked on the word","“I am your Lord,” he said, and his voice cracked on the word"
Chapter Twenty-Two,48,period->comma,“Good luck.” Cain said.,"“Good luck,” Cain said."
Chapter Twenty-Two,65,lowercase tag,"“How long do we wait?” He asked, later, when the stream of people ","“How long do we wait?” he asked, later, when the stream of people "
Chapter Twenty-Two,68,period->comma,“She said she’d find a doctor.” Muse said. “A cleric. A potion.”,"“She said she’d find a doctor,” Muse said. “A cleric. A potion.”"
Chapter Twenty-Two,69,period->comma,“That was last night.” Uthesia said from the doorway.,"“That was last night,” Uthesia said from the doorway."
Chapter Twenty-Two,72,period->comma,“One more day.” Cain said. “We give her one more day. If she,"“One more day,” Cain said. “We give her one more day. If she"
Chapter Twenty-Two,74,period->comma,“Then we respect that.” Cain said. “And we keep moving.”,"“Then we respect that,” Cain said. “And we keep moving.”"
Chapter Twenty-Two,81,period->comma,"‘Gate.’ He thought, and the thought was ice in his ch","‘Gate,’ he thought, and the thought was ice in his ch"
Chapter Twenty-Three,3,period->comma,"month if they don’t get greedy.” Gormund said from his chair, his voice stronger","month if they don’t get greedy,” Gormund said from his chair, his voice stronger"
Chapter Twenty-Three,7,period->comma,"d look for Carina before we go.” Gormund said, and the way he said it, casual, a","d look for Carina before we go,” Gormund said, and the way he said it, casual, a"
Chapter Twenty-Three,8,period->comma,"“She does that.” Muse agreed, and the ache in her chest at the ","“She does that,” Muse agreed, and the ache in her chest at the "
Chapter Twenty-Three,9,period->comma,“I want to look too.” Muse said. “She said she was going for potio,"“I want to look too,” Muse said. “She said she was going for potio"
Chapter Twenty-Three,11,period->comma,"“Pairs.” He said. “Gormund, you’re with me. Muse, y","“Pairs,” he said. “Gormund, you’re with me. Muse, y"
Chapter Twenty-Three,13,period->comma,“The church district is south.” Uthesia said. “If she was looking for clerics o,"“The church district is south,” Uthesia said. “If she was looking for clerics o"
Chapter Twenty-Three,14,period->comma,“Muse and I take the church.” Uthesia said. “You two take the alchemists.”,"“Muse and I take the church,” Uthesia said. “You two take the alchemists.”"
Chapter Twenty-Three,22,period->comma,“She’s not here.” Uthesia said.,"“She’s not here,” Uthesia said."
Chapter Twenty-Three,26,period->comma,“You think she left.” Muse said.,"“You think she left,” Muse said."
Chapter Twenty-Three,27,period->comma,"“I think she’s not here.” Uthesia replied, which wasn’t the same thing but w","“I think she’s not here,” Uthesia replied, which wasn’t the same thing but w"
Chapter Twenty-Three,32,period->comma,"elves have been picked through.” Gormund said, his eyes scanning the inventory w","elves have been picked through,” Gormund said, his eyes scanning the inventory w"
Chapter Twenty-Three,33,period->comma,“Could have been anyone.” Cain said.,"“Could have been anyone,” Cain said."
Chapter Twenty-Three,38,period->comma,“Time.” He said.,"“Time,” he said."
Chapter Twenty-Three,42,period->comma,“Nothing at the church.” Uthesia said.,"“Nothing at the church,” Uthesia said."
